;;;;;;;;;;;;;
;;;;;;;;;;;;;
County;City;Population;;;;;;;;;;;
Orange;La Habra            ;51 266;;;;;;;;;;;
Orange;Lake Forest         ;*;;;;;;;;;;;
Orange;La Palma            ;15 392;;;;;;;;;;;
Orange;Los Alamitos        ;11 788;;;;;;;;;;;
Orange;Mission Viejo       ;72 820;;;;;;;;;;;
Orange;Newport Beach       ;66 643;;;;;;;;;;;
Orange;Orange              ;110 658;;;;;;;;;;;
Orange;Placentia           ;41 259;;;;;;;;;;;
Orange;Rancho Santa Margarita;*;;;;;;;;;;;
Orange;San Clemente        ;41 100;;;;;;;;;;;
Orange;San Juan Capistrano ;26 183;;;;;;;;;;;
Orange;Santa Ana           ;293 827;;;;;;;;;;;
Orange;Seal Beach          ;25 098;;;;;;;;;;;
Orange;Stanton             ;30 491;;;;;;;;;;;
Orange;Tustin              ;50 689;;;;;;;;;;;
Orange;Villa Park          ;6 299;;;;;;;;;;;
Orange;Westminster         ;78 293;;;;;;;;;;;
Orange;Yorba Linda         ;52 422;;;;;;;;;;;
Orange;Balance Of County    ;226 927;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
Placer;Auburn              ;10 653;;;;;;;;;;;
Placer;Colfax              ;1 306;;;;;;;;;;;
Placer;Lincoln             ;7 248;;;;;;;;;;;
Placer;Loomis              ;5 705;;;;;;;;;;;
Placer;Rocklin             ;18 806;;;;;;;;;;;
Placer;Roseville           ;44 685;;;;;;;;;;;
Placer;Balance Of County    ;84 393;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
Plumas;Portola             ;2 193;;;;;;;;;;;
Plumas;Balance Of County    ;17 546;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
Riverside;Banning             ;20 572;;;;;;;;;;;
Riverside;Beaumont            ;9 685;;;;;;;;;;;
Riverside;Blythe              ;8 448;;;;;;;;;;;
Riverside;Calimesa            ;*;;;;;;;;;;;
Riverside;Canyon Lake         ;*;;;;;;;;;;;
Riverside;Cathedral City      ;30 085;;;;;;;;;;;
Riverside;Coachella           ;16 896;;;;;;;;;;;
Riverside;Corona              ;75 943;;;;;;;;;;;
Riverside;Desert Hot Springs  ;11 668;;;;;;;;;;;
Riverside;Hemet               ;36 094;;;;;;;;;;;
Riverside;Indian Wells        ;2 647;;;;;;;;;;;
Riverside;Indio               ;36 850;;;;;;;;;;;
Riverside;Lake Elsinore       ;18 316;;;;;;;;;;;
Riverside;La Quinta           ;11 215;;;;;;;;;;;
Riverside;Moreno Valley       ;118 779;;;;;;;;;;;
Riverside;Murrieta            ;*;;;;;;;;;;;
Riverside;Norco               ;23 302;;;;;;;;;;;
Riverside;Palm Desert         ;23 252;;;;;;;;;;;
Riverside;Palm Springs        ;40 144;;;;;;;;;;;
Riverside;Perris              ;21 500;;;;;;;;;;;
Riverside;Rancho Mirage       ;9 778;;;;;;;;;;;
Riverside;Riverside           ;226 546;;;;;;;;;;;
Riverside;San Jacinto         ;16 210;;;;;;;;;;;
Riverside;Temecula            ;27 099;;;;;;;;;;;
Riverside;Balance Of County    ;385 384;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
Sacramento;Citrus Heights;*;;;;;;;;;;;
Sacramento;Folsom              ;29 802;;;;;;;;;;;
Sacramento;Galt                ;8 889;;;;;;;;;;;
Sacramento;Isleton             ;833;;;;;;;;;;;
Sacramento;Sacramento          ;369 365;;;;;;;;;;;
Sacramento;Balance Of County    ;632 330;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
San Benito;Hollister           ;19 318;;;;;;;;;;;
San Benito;San Juan Bautista   ;1 570;;;;;;;;;;;
San Benito;Balance Of County    ;15 809;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
San Bernardino;Adelanto            ;6 791;;;;;;;;;;;
San Bernardino;Apple Valley        ;46 079;;;;;;;;;;;
San Bernardino;Barstow             ;21 472;;;;;;;;;;;
San Bernardino;Big Bear Lake       ;5 351;;;;;;;;;;;
San Bernardino;Chino               ;59 682;;;;;;;;;;;
San Bernardino;Chino Hills         ;*;;;;;;;;;;;
San Bernardino;Colton              ;40 273;;;;;;;;;;;
San Bernardino;Fontana             ;87 535;;;;;;;;;;;
San Bernardino;Grand Terrace       ;10 946;;;;;;;;;;;
San Bernardino;Hesperia            ;50 418;;;;;;;;;;;
San Bernardino;Highland            ;34 439;;;;;;;;;;;
San Bernardino;Loma Linda          ;18 470;;;;;;;;;;;
San Bernardino;Montclair           ;28 434;;;;;;;;;;;
San Bernardino;Needles             ;5 191;;;;;;;;;;;
San Bernardino;Ontario             ;133 179;;;;;;;;;;;
San Bernardino;Rancho Cucamonga    ;101 409;;;;;;;;;;;
San Bernardino;Redlands            ;60 395;;;;;;;;;;;
San Bernardino;Rialto              ;72 395;;;;;;;;;;;
San Bernardino;San Bernardino      ;164 676;;;;;;;;;;;
San Bernardino;Twentynine Palms    ;11 821;;;;;;;;;;;
San Bernardino;Upland              ;63 374;;;;;;;;;;;
San Bernardino;Victorville         ;40 674;;;;;;;;;;;
San Bernardino;Yucaipa             ;32 819;;;;;;;;;;;
San Bernardino;Yucca Valley        ;*;;;;;;;;;;;
San Bernardino;Balance Of County    ;322 557;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
San Diego;Carlsbad            ;63 292;;;;;;;;;;;
San Diego;Chula Vista         ;135 160;;;;;;;;;;;
San Diego;Coronado            ;26 540;;;;;;;;;;;
San Diego;Del Mar             ;4 860;;;;;;;;;;;
San Diego;El Cajon            ;88 918;;;;;;;;;;;
San Diego;Encinitas           ;55 406;;;;;;;;;;;
San Diego;Escondido           ;108 648;;;;;;;;;;;
San Diego;Imperial Beach      ;26 512;;;;;;;;;;;
San Diego;La Mesa             ;52 911;;;;;;;;;;;
San Diego;Lemon Grove         ;23 984;;;;;;;;;;;
San Diego;National City       ;54 249;;;;;;;;;;;
